full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"     C/2008 G4 (SOHO)",1.0,0.0049,143.66,359.06,78.00,,20080409.8500000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 G5 (SOHO)",1.0,0.0048,143.60,358.49,77.10,,20080410.3700000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2008 G6 (SOHO)",1.0,0.0483,14.35,49.13,57.03,,20080413.5400000,,PAR,1,,10,T,,,,,,,,,,,,,,
"     C/2008 H1 (LINEAR)",.9465134367722432,2.760260769631097,75.49198856318348,34.63097373945036,96.04237028860688,100.4529802037079,20080316.4195877,370.737341990063,COM,98,4,255,,,,,,10.4,11.,14.1,5.,0.03,,,,,
"     C/2008 H2 (SOHO)",1.0,0.0054,145.29,0.99,84.66,,20080417.0100000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 H3 (SOHO)",1.0,0.0044,144.76,2.69,82.60,,20080417.2700000,,PAR,1,,20,T,,,,,,,,,,,,,,
"     C/2008 H4 (SOHO)",1.0,0.0373,73.46,72.35,58.57,,20080418.5200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 H5 (SOHO)",1.0,0.0048,144.96,3.01,83.52,,20080426.1300000,,PAR,0,,22,T,,,,,,,,,,,,,,
"     C/2008 H6 (SOHO)",1.0,0.0086,142.03,9.59,79.66,,20080427.6300000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2008 H7 (SOHO)",1.0,0.0082,142.60,10.46,82.98,,20080430.3000000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2008 H8 (SOHO)",1.0,0.0051,144.78,358.71,78.84,,20080501.2600000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2008 H9 (SOHO)",1.0,0.0050,145.95,356.87,78.83,,20080422.0900000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2008 J1 (Boattini)",.9896168954220333,1.724293402765956,61.78002374703479,273.4196944909856,68.1226707337546,330.4101640359029,20080713.2615466,2140.10021079001,COM,337,,1567,,,,,,8.8,17.,13.7,5.,0.03,,,,,
"     C/2008 J4 (McNaught)",1.027905959863435,.4528349181010893,87.36959154056582,289.6895429248742,92.17694476619953,,20080619.1069289,,HYP,9,,15,,,,,,16.4,13.,18.1,5.,0.03,,,,,
"     C/2008 J5 (Garradd)",.9728758694809303,1.963838387184311,93.27057409763721,287.0757043393569,313.3761858460254,142.8399469952543,20080401.0737640,616.074284633652,COM,107,4,128,,,,,,10.6,17.,15.9,5.,0.03,,,,,
"     C/2008 J6 (Hill)",1.002136257924619,2.003508521669148,44.98836745611487,298.1793239506488,10.70006792799449,,20080410.9364374,,HYP,471,,385,,,,,,10.7,12.,15.2,5.,0.03,,,,,
"     C/2008 J7 (SOHO)",1.0,0.0085,145.05,347.71,71.48,,20080502.0800000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2008 J8 (SOHO)",1.0,0.0072,144.52,4.75,83.91,,20080505.5100000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 J9 (SOHO)",1.0,0.0051,143.21,1.11,79.14,,20080505.7200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 J10 (SOHO)",1.0,0.0369,72.18,73.31,56.96,,20080507.2400000,,PAR,1,,21,T,,,,,,,,,,,,,,
"     C/2008 J11 (SOHO)",1.0,0.0052,144.89,6.86,84.81,,20080508.0200000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2008 J12 (SOHO)",1.0,0.0379,70.94,71.57,57.28,,20080508.2900000,,PAR,1,,32,T,,,,,,,,,,,,,,
"     C/2008 J13 (SOHO)",1.0,0.0089,138.55,20.06,86.38,,20080512.5000000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/2008 J14 (SOHO)",1.0,0.0045,144.10,356.81,77.57,,20080514.4000000,,PAR,2,,52,T,,,,,,,,,,,,,,
"     C/2008 J15 (SOHO)",1.0,0.0048,144.85,3.15,83.62,,20080513.4900000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2008 J16 (SOHO)",1.0,0.0051,145.09,352.07,73.47,,20080514.7700000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     P/2008 L2 (Hill)",.6138147332698602,2.317377938183669,25.86061879702947,217.9840087281293,141.3166581416545,9.68400138840269,20080818.6007321,14.6997501371418,JFc,231,3,669,,,,,,10.4,15.,14.4,5.,0.03,,,,,
"     C/2008 L3 (Hill)",.993850576259694,2.011280336434143,100.2006521700658,24.1852442579937,101.8167998832838,652.1249188821455,20080422.4192777,5915.14620492478,COM,51,,90,,,,,,10.6,21.,17.0,5.,0.03,,,,,
"     C/2008 N1 (Holmes)",.9971395888485405,2.783511728756625,115.521003784618,357.4722037552977,100.8133804287391,1943.448397859726,20090925.8790216,30356.7372708902,COM,729,,1520,,,,,,9.9,10.,13.0,5.,0.03,,,,,
"     P/2008 O2 (McNaught)",.1543834216942035,3.803939507614281,9.516794015783621,325.8576225333451,27.36553425593202,5.192902808877484,20090420.8677725,9.54109833839603,JFc,499,3,415,,,,,,10.2,10.,13.1,5.,0.03,,,,,
"     P/2008 O3 (Boattini)",.6949484948780041,2.49727123066887,32.26990124859417,47.57267458548817,340.9837262218882,13.87551296307024,20080603.0834609,23.4232425203658,JFc,73,5,54,,,,,,5.3,29.,16.0,5.,0.03,,,,,
"     C/2008 P1 (Garradd)",1.001674974890953,3.89611115041168,64.31036362232093,357.6770136770047,11.8655447344791,,20090722.9532062,,HYP,905,,1345,,,,,,8.9,8.,11.7,5.,0.03,,,,,
"     C/2008 Q1 (Maticic)",.9950151295950933,2.959142571483687,118.6266193634126,9.307700493533341,104.4808389214998,1184.290407013979,20081230.1335561,14463.5942184209,COM,600,,1027,,,,,,9.8,10.,13.1,5.,0.03,,,,,
"     C/2008 Q3 (Garradd)",.9997985410653186,1.798229064557068,140.70663325,219.7339988471302,340.8552811513204,17850.26742790042,20090623.0932001,843326.838782386,COM,431,,702,,,,,,6.1,17.,12.8,5.,0.03,,,,,
"     P/2008 QP20 (LINEAR-Hill)",.5063144157253593,1.723132640803779,7.749718398753028,325.1517558469835,72.04034716655912,5.257555860909442,20081102.7002670,6.52094590099347,JFc,180,3,484,,,,,,13.9,17.,17.2,5.,0.03,,,,,
"     C/2008 R3 (LINEAR)",.8964068918001162,1.909034581119727,43.23793425815202,270.5524648286377,84.1608941723846,34.94736666588656,20081122.4933976,79.1102213678512,HTC,191,4,519,,,,,,13.5,8.,,,,,,,,
"     C/2008 S3 (Boattini)",1.001078271272862,8.01792099812579,162.7027692150349,54.93795626369796,39.93722280771217,,20110607.0115753,,HYP,3124,,1909,,,,,,7.4,7.,9.2,5.,0.03,,,,,
"     C/2008 T2 (Cardinal)",1.00010925562182,1.202207226650864,56.30368313930325,309.6785252673458,215.8711895701399,,20090613.2395680,,HYP,343,,1319,,,,,,9.1,10.,13.2,5.,0.03,,,,,
"     P/2008 T4 (Hill)",.4351695373854378,2.511739273653077,6.326522174798087,44.68384784475904,1.266856042031631,6.382041922305813,20081223.9796604,9.37762517462669,JFc,152,4,269,,,,,,13.1,10.,15.4,5.,0.03,,,,,
"     P/2008 WZ96 (LINEAR)",.5095645495704676,1.646238432887661,6.957859601351547,59.1116437084052,337.6226821845488,5.067136105783453,20090123.9143924,6.14999162622968,JFc,134,5,131,,,,,,15.2,10.,16.9,5.,0.03,,,,,
"     C/2008 X3 (LINEAR)",.9565415549715973,1.902125791453888,66.47506855705865,337.7510837183456,140.8020109307673,85.63555717031501,20081010.5881638,289.571475709672,COM,90,4,126,,,,,,11.8,16.,16.4,5.,0.03,,,,,
"     P/2008 Y1 (Boattini)",.734881759064938,1.271979540225459,8.805148714792844,259.7096838406745,162.3648341042717,8.323584580441874,20090225.0966182,10.5091835315143,JFc,112,5,165,,,,,,13.6,22.,17.7,5.,0.03,,,,,
"     P/2008 Y3 (McNaught)",.4476584684361328,4.434240936244475,38.81317663371519,262.9341040005555,238.2790771198557,11.62191520211299,20090111.9627659,22.7470762273062,JFc,927,3,165,,,,,,8.7,10.,12.5,5.,0.03,,,,,
"     P/2008 Y12 (SOHO)",.9787495374822994,.06541368647660686,23.34562318136519,312.5525907382889,146.614161143522,6.091034571731471,20081222.4767186,5.40080577627972,JFC,1973,3,76,,,,,,,,,,,,,,,
"     P/2009 B1 (Boattini)",.6371907561376727,2.426592817026733,22.22848526222216,297.4382688260932,128.5939504781533,10.95009401263704,20090206.2007923,17.2976078949181,JFc,131,4,111,,,,,,13.2,10.,16.0,5.,0.03,,,,,
"     C/2009 B2 (LINEAR)",.944303776369533,2.327615529217351,156.8729976057147,18.81467649044399,192.4959761357155,81.25491044814879,20090307.3935066,270.16957943366,COM,100,5,187,,,,,,13.0,10.,15.6,5.,0.03,,,,,
"     C/2009 E1 (Itagaki)",.9850730694214023,.5997215250653719,127.4534004104854,105.9619994766535,48.95522285460488,79.75457796169637,20090407.9203429,254.669471942466,COM,158,2,565,,,,,,13.5,16.,17.0,5.,0.03,,,,,
"     C/2009 F1 (Larson)",.9827361998984089,1.830687361156964,171.3754974633226,357.9494046919209,219.5817671841581,210.2532513295185,20090625.8859430,1092.00563425365,COM,68,,159,,,,,,15.1,11.,17.5,5.,0.03,,,,,
"     C/2009 F2 (McNaught)",.9830270582313303,5.875027311213296,59.36693628755399,214.0553235077692,336.3445849197566,686.4065336917225,20091114.1126002,6440.02206258395,COM,1222,,366,,,,,,4.9,12.,10.7,5.,0.03,,,,,
"     C/2009 F4 (McNaught)",1.001821884420133,5.454874082528712,79.34727516879101,53.58320803610844,260.3811140091624,,20111231.8660121,,HYP,2164,,1189,,,,,,4.1,9.,8.6,5.,0.03,,,,,
"     C/2009 F5 (McNaught)",.971997458525133,2.24534077414159,84.99049126535363,219.0641275799134,297.3669676231787,158.1215870746638,20081104.8269475,718.018150953273,COM,148,3,444,,,,,,10.2,10.,13.3,5.,0.03,,,,,
"     C/2009 F6 (Yi-SWAN)",.997512330328695,1.27415899983593,85.76480576086456,278.6790016737545,129.7722945374815,1023.10541561429,20090507.4335868,11591.8986219507,COM,330,,489,,,,,,9.7,13.,13.2,5.,0.03,,,,,
"     C/2009 G1 (STEREO)",1.0,1.129332670375124,108.3155818996963,120.6578621501705,175.5270429434973,,20090416.5758250,,PAR,89,,78,T,,,,,8.6,23.,13.6,5.,0.03,,,,,
"     C/2009 K2 (Catalina)",.997775934135385,3.246172804788022,66.82192095216585,123.8055110402264,147.6935879257031,2915.887524119221,20100207.4855272,55762.7506137723,COM,424,,666,,,,,,11.8,7.,,,,,,,,
"     C/2009 K3 (Beshore)",1.0,2.866717094449721,144.3990834080694,.7320709420352063,268.4479107350868,,20101216.9678912,,PAR,2,,20,T,,,,,9.0,10.,,,,,,,,
"     C/2009 K4 (Gibbs)",.9627547942753083,1.548924490664919,34.82477846631517,30.12412033487411,127.4716939915561,81.62551154892769,20090619.3853899,268.193350581903,COM,60,6,128,,,,,,13.8,10.,15.9,5.,0.03,,,,,
"     C/2009 K5 (McNaught)",1.000839370295265,1.422401126705972,103.8793996583015,257.8563216054333,66.17417335924007,,20100430.0245579,,HYP,913,,2494,,,,,,11.1,7.,,,,,,,,
"     C/2009 O2 (Catalina)",.9975008681159392,.6955492968441602,107.9605166770692,310.2321067002862,133.3969502817701,555.9371768752294,20100324.4146254,4643.18847922894,COM,247,,281,,,,,,12.3,15.,14.6,5.,0.03,,,,,
"     P/2009 O3 (Hill)",.6868773563570231,2.44998617643116,16.21756142595798,183.7638984049256,154.5525410318214,13.19874588540362,20090518.6051171,21.8867834345528,JFc,163,4,326,,,,,,12.0,12.,15.1,5.,0.03,,,,,
"     C/2009 O4 (Hill)",1.001344383345154,2.563796078911427,95.8233872465357,172.9365393439154,223.7316360420604,,20100101.2754126,,HYP,137,,764,,,,,,4.9,21.,12.9,5.,0.03,,,,,
"     C/2009 P1 (Garradd)",1.000996735852779,1.550535106454211,106.1772794500434,325.99722350,90.74707834593728,,20111223.6775602,,HYP,1978,,9040,,2.014387453580294E-8,-1.023634420418078E-9,,,7.2,8.,9.9,5.,0.03,,,,,
"     C/2009 P2 (Boattini)",1.001520797473718,6.543979070746569,163.4528481679468,60.36403544772519,76.03039463036147,,20100210.4977662,,HYP,1060,,507,,,,,,8.5,8.,11.2,5.,0.03,,,,,
"     P/2009 Q1 (Hill)",.4964939268527312,2.789881629045168,14.44336073748856,174.0841474616037,157.9097607763563,8.291937549843523,20090704.0384313,13.0430691890642,JFc,87,5,144,,,,,,12.9,10.,15.4,5.,0.03,,,,,
"     P/2009 Q4 (Boattini)",.5791972224164338,1.320873425918401,10.96932000402221,127.6729155242732,320.0111548062495,4.957000658009631,20091119.9214000,5.56137409891872,JFc,275,3,803,,,,,,15.5,11.,,,,,,,,
"     P/2009 Q5 (McNaught)",.6090609774943676,2.918507832563233,40.90482250601967,160.1398711008893,209.2740268800008,12.01224946998354,20090908.5732847,20.3979237005696,JFc,171,3,331,,,,,,10.5,10.,13.6,5.,0.03,,,,,
"     C/2009 R1 (McNaught)",1.000406751994624,.4050836498645098,77.03083803769042,322.622710199475,130.6936771145205,,20100702.6782880,,HYP,344,,765,,,,,,9.8,7.,,,,,,,,
"     P/2009 S2 (McNaught)",.4703388043747543,2.203640518667573,28.44886000214533,121.6125025002459,230.3754366650767,6.117303272830144,20090623.6371986,8.48637251053501,JFc,606,4,71,,,,,,13.3,12.,16.7,5.,0.03,,,,,
"     C/2009 S3 (Lemmon)",1.001417407904047,6.474515444526291,60.38462816684519,225.1324978111661,129.7599256898734,,20111211.2393544,,HYP,1586,,281,,,,,,8.7,8.,11.0,5.,0.03,,,,,
"     P/2009 SK280 (Spacewatch-Hill)",.1205785866433164,4.19936073426338,16.8061519739536,36.4113499643703,328.4262425261875,5.350920099210403,20090525.5671850,10.4348791227125,JFc,827,3,89,,,,,,6.1,18.,14.7,5.,0.03,,,,,
"     C/2009 T1 (McNaught)",.9983097163958276,6.220412949471067,89.89396134600784,54.40732807362622,282.5290938085489,7353.979892036079,20091008.2537683,223253.182872709,COM,725,,141,,,,,,8.5,7.,11.2,5.,0.03,,,,,
"     P/2009 T2 (La Sagra)",.768990889739842,1.754749844376303,28.10638626332489,215.9856268737034,215.4708769354004,13.43729035178858,20100112.8414351,20.935693905721,JFc,182,3,879,,,,,,13.9,10.,,,,,,,,
"     C/2009 T3 (LINEAR)",.9994695738467504,2.281140421147429,148.7418287830549,60.09301808676499,32.4478369810578,8598.880047322815,20100112.0566886,282032.29312917,COM,301,,404,,,,,,13.5,9.,15.4,5.,0.03,,,,,
"     C/2009 U1 (Garradd)",1.0,5.457200476827325,91.28165187757223,43.32692129372599,271.1901554883059,,20081023.4081701,,PAR,2,,10,T,,,,,7.8,10.,11.9,5.,0.03,,,,,
"     C/2009 U3 (Hill)",.9915750406777628,1.414424149568788,51.26076679677453,49.32288704174044,77.70142478630336,334.3555411333489,20100320.2547750,2175.33414828302,COM,241,,608,,,,,,12.6,15.,16.6,5.,0.03,,,,,
"     P/2009 U4 (McNaught)",.6761538728193216,1.649362701737573,10.0939387411133,55.68409536089575,259.9325633598295,8.536726081206988,20090909.1259536,11.4940847384645,JFc,97,6,89,,,,,,12.7,17.,17.1,5.,0.03,,,,,
"     C/2009 U5 (Grauer)",.9994250116148633,6.094237901122262,25.47262666521365,121.1740842987545,23.81373089836404,21191.68317345791,20100622.4955687,1091185.78570068,JFc,526,,183,,,,,,9.1,8.,11.3,5.,0.03,,,,,
"     C/2009 UG89 (Lemmon)",1.00796007548076,3.931171058680516,130.0998283948903,321.0070689660461,60.6513484368345,,20101216.2622116,,HYP,918,,968,,,,,,5.0,16.,12.0,5.,0.03,,,,,
"     C/2009 W2 (Boattini)",.9995553292212377,6.907131239179837,164.4905262294449,199.5800259866544,121.3259483868468,31059.36287824964,20100501.6710816,1935962.21881556,COM,686,,93,,,,,,6.9,10.,11.7,5.,0.03,,,,,
"     P/2009 WX51 (Catalina)",.7402970340549665,.7999555439199703,9.592585691319904,31.7582673547159,118.0163889372996,5.360586681764753,20100131.0752310,5.40619388262902,JFc,146,4,114,,,,,,20.6,10.,,,,,,,,
"     C/2009 Y1 (Catalina)",.9932854416741725,2.520494483877109,107.3165980658915,160.2770065368889,127.3912643099626,748.2346145102799,20110128.9015879,7272.95085982382,COM,736,,1675,,,,,,6.5,14.,11.5,5.,0.03,,,,,
"     P/2009 Y2 (Kowalski)",.6405193553327783,2.33919098022704,29.92960743900335,262.1265408109255,171.9619107377653,10.67508956548899,20100330.6936877,16.599440710675,JFc,103,5,178,,,,,,6.1,29.,15.9,5.,0.03,,,,,
"     P/2010 A1 (Hill)",.554371437413074,1.949954999896997,10.33442863778841,47.41358622043702,13.11117629718852,6.80152622732632,20090806.8422636,9.15346566978897,JFc,70,5,166,T,,,,,7.8,25.,16.4,5.,0.03,,,,,
"     P/2010 A2 (LINEAR)",.1245747878241218,2.005100312076733,5.254160829448327,320.284097643108,133.0407762519348,2.575760015427512,20091204.2389025,3.46644077031898,ETc,1034,2,158,,,,,,15.5,10.,,,,,,,,
"     P/2010 A3 (Hill)",.7322284822953157,1.6218278227407,15.02825207664723,64.82909441640173,41.2818470217938,10.49169221585695,20100403.6811161,14.9062620525624,JFc,241,4,397,,,,,,6.5,38.,16.0,5.,0.03,,,,,
"     C/2010 A4 (Siding Spring)",.9906375583978952,2.737998723235304,96.7301548304669,346.6855205036427,271.6850345624431,582.1518920975052,20101008.7394236,5001.20183041116,COM,655,,137,,,,,,7.4,15.,13.5,5.,0.03,,,,,
"     P/2010 A5 (LINEAR)",.6643119995773116,1.71204452880309,5.784375932911736,277.9414067500691,306.7062511967295,8.488168327464244,20100419.3158406,11.5179996427854,JFc,205,3,671,,,,,,14.8,7.,,,,,,,,
"     C/2010 B1 (Cardinal)",.9989966127114903,2.94149004135881,101.9777659144157,277.2139128929928,211.5197436303228,5860.178513656843,20110207.0591259,158729.037795657,COM,988,,2085,,,,,,10.0,7.,11.8,5.,0.03,,,,,
"     P/2010 B2 (WISE)",.480311218088897,1.616456343243909,8.931634458197232,.8736290310951919,156.0447233229981,4.604406602073302,20091221.9085532,5.48578975050244,ETc,75,5,49,,,,,,16.1,16.,19.1,5.,0.03,,,,,
"     P/2010 C1 (Scotti)",.2591087973064449,5.234904309383212,9.142473716035386,142.0341403515837,3.665885448096891,8.896466910443394,20091201.6119075,18.7819061636155,JFc,854,3,95,,,,,,5.7,16.,13.5,5.,0.03,,,,,
"     P/2010 D1 (WISE)",.3565642183023162,2.669142816987333,9.647093905369232,160.9001982740363,225.9328872037493,5.627389309171051,20090625.7078601,8.44905442399106,JFc,103,5,17,,,,,,14.1,10.,,,,,,,,
"     P/2010 D2 (WISE)",.4530139631958972,3.659018943863107,57.17704349090177,319.8358327251989,120.0658080832788,9.719819628477069,20100305.1472678,17.3017817421108,JFC,428,4,68,,,,,,11.1,10.,14.6,5.,0.03,,,,,
"     C/2010 D3 (WISE)",.9996347668206345,4.247544279127922,76.39487781852708,255.2345183848527,304.642707676478,23255.1085005712,20100903.9214258,1254179.61863899,COM,1203,,87,,,,,,10.0,9.,13.9,5.,0.03,,,,,
"     C/2010 D4 (WISE)",.8894653981179039,7.14821500308839,105.659654259259,266.7835170945164,44.4894662068394,122.1907409686023,20090330.9350589,520.064530814963,COM,1169,3,113,,,,,,8.4,8.,11.9,5.,0.03,,,,,
"     C/2010 DG56 (WISE)",.976435600493908,1.591452411646043,160.4173362637526,3.869438632337652,318.2894781711694,133.4811524501592,20100515.5623838,555.027014346053,COM,210,3,65,,,,,,14.3,16.,18.9,5.,0.03,,,,,
"     C/2010 E1 (Garradd)",.9758858076669726,2.662186589310673,71.69776938161469,169.2924334805842,296.9861636500708,218.1361343782533,20091107.9627714,1159.99698001374,COM,63,,143,,,,,,11.8,10.,14.8,5.,0.03,,,,,
"     P/2010 E2 (Jarnac)",.722373562116037,2.398736052053155,15.43702882851051,177.8993976026755,8.295090846386902,14.88157824608104,20100407.9281266,25.3974822021046,JFc,128,3,344,,,,,,14.4,10.,16.4,5.,0.03,,,,,
"     C/2010 E3 (WISE)",1.0,2.274219533576917,96.48018197834227,117.3271902371795,49.97683705884084,,20100404.3340435,,PAR,11,,31,T,,,,,15.1,10.,18.5,5.,0.03,,,,,
"     C/2010 E5 (Scotti)",.8427420045719324,3.888442520812808,18.91022550915907,17.08374741017572,147.857997531489,45.56459177773827,20091121.4442629,122.956820545233,JFc,113,4,121,,,,,,6.1,19.,14.5,5.,0.03,,,,,
"     C/2010 F1 (Boattini)",.947559715455431,3.587524219340278,64.93587751125038,344.3896724396092,127.5110645006678,133.2356929121856,20091110.5601407,565.852065441742,COM,100,4,302,,,,,,6.3,17.,13.8,5.,0.03,,,,,
"     C/2010 F3 (Scotti)",.9132667219598836,5.446687303041599,4.647577762132053,157.4102496110292,31.2569257410727,120.149564242354,20100804.5414928,497.654832545981,JFc,430,3,135,,,,,,9.8,9.,12.8,5.,0.03,,,,,
"     C/2010 F4 (Machholz)",1.0,.613823014734914,89.14551991366122,237.291160852793,120.710900518752,,20100406.1069283,,PAR,12,,81,T,,,,,13.9,10.,,,,,,,,
"     C/2010 FB87 (WISE-Garradd)",.9905004226008766,2.842763799282865,107.6253244357524,89.90220961875599,265.0258424066599,595.6604495215912,20101107.3899164,5176.81849538333,COM,755,,615,,,,,,8.5,9.,11.2,5.,0.03,,,,,
"     C/2010 G1 (Boattini)",.9974853210550678,1.204549098806455,78.38703103859638,287.448326532752,168.6316225975344,956.8096747320144,20100402.5402098,10483.8583521719,COM,69,,282,,,,,,13.1,17.,16.0,5.,0.03,,,,,
"     C/2010 G2 (Hill)",.9794076626857746,1.980773546092695,103.7452934244912,246.7810019913801,137.4253478211604,190.3988981606599,20110902.0505252,943.413263428728,COM,1061,1,4108,,,,,,9.0,10.,12.1,5.,0.03,,,,,
"     C/2010 G3 (WISE)",.9981357422678774,4.90764917800495,108.2676024619355,313.7183405759668,75.19868778359917,5260.082371721263,20100411.0767270,135070.198258035,COM,404,,254,,,,,,8.9,9.,12.1,5.,0.03,,,,,
"     C/2010 H1 (Garradd)",.999671663596704,2.745551730068341,36.53168812014464,347.384087783772,233.8197070936485,16721.2710514076,20100618.8986402,764670.073600849,COM,133,,43,,,,,,12.4,11.,16.2,5.,0.03,,,,,
"     P/2010 H2 (Vales)",.1928936226975309,3.107665666615468,14.2528629501107,64.30894275204847,130.083080240123,4.593092880236769,20100309.1483459,7.55550449988284,JFc,89,3,1619,,,,,,6.9,10.,,,,,,,,
"     P/2010 H4 (Scotti)",.2721471145483182,4.820933651304061,2.314210191782865,44.84665133680757,181.1842066196456,8.426066525970352,20100703.3907262,17.0466687463857,JFc,54,6,48,,,,,,10.8,10.,14.0,5.,0.03,,,,,
"     P/2010 H5 (Scotti)",.1564584444001168,6.025930407166824,14.08713026280839,24.89947511206076,175.1246560662572,8.261286072361546,20100417.6354403,19.0934604770823,JFc,389,3,67,,,,,,9.6,10.,13.2,5.,0.03,,,,,
"     C/2010 J1 (Boattini)",.9538251813034284,1.695657709348362,134.3849455670199,254.8133753124608,333.1090632971768,71.74946918940705,20100204.8195643,222.539796759444,COM,73,5,606,,,,,,11.4,15.,15.7,5.,0.03,,,,,
"     C/2010 J2 (McNaught)",.9994601460853049,3.386994432904915,125.8515592995884,311.7948517406458,4.6164547875932,12544.43137164352,20100603.8646332,496953.260145999,COM,413,,543,,,,,,10.4,9.,12.9,5.,0.03,,,,,
"     P/2010 J3 (McMillan)",.7268170633861646,2.4551092303531,13.25506784677328,106.6611910674217,157.3122679843082,15.5189945755781,20100823.4632395,26.9422633628472,JFc,594,4,524,,,,,,11.6,11.,14.7,5.,0.03,,,,,
"     C/2010 J4 (WISE)",1.0,1.085532517899399,162.2965357306005,316.4051423057921,83.75314210743537,,20100503.1716440,,PAR,11,,43,T,,,,,19.6,10.,21.1,5.,0.03,,,,,
"     P/2010 JC81 (WISE)",.7773495490885352,1.810831101544934,38.69025251674175,30.7680645542261,12.57333263136618,14.45530349761648,20110426.5536983,23.1947529571307,HTC,1129,2,630,,,,,,10.3,10.,13.5,5.,0.03,,,,,
"     C/2010 KW7 (WISE)",.9742548701529308,2.570441176658363,147.060870769823,104.7614677492105,332.3058026384984,197.1132420618611,20101011.3452704,997.647404363862,COM,293,3,147,,,,,,12.3,13.,16.4,5.,0.03,4.870,,0.047,,
"     C/2010 L3 (Catalina)",.9992284939040975,9.882899823698001,102.6310462357129,38.27536885525985,121.7740407950791,25609.87532681032,20101110.4659560,1449858.93481536,COM,1028,,123,,,,,,4.7,10.,9.9,5.,0.03,,,,,
"     C/2010 L4 (WISE)",.9647210692787417,2.825544804608127,102.8181181942967,125.5401433481858,95.76903754804015,157.3575869877347,20100223.6567808,716.784127016425,COM,82,4,98,,,,,,12.8,8.,15.5,5.,0.03,,,,,
"     C/2010 L5 (WISE)",.9037561916724222,.7909008328987752,147.0516809571623,206.4730991405697,214.7297449578989,15.64445945972068,20100423.1453834,23.5576547308841,HTC,31,8,34,,,,,,17.4,16.,20.6,5.,0.03,,,,,
"     C/2010 M1 (Gibbs)",1.0,2.054532913054713,69.96501878202214,85.50208316626112,267.3707743879225,,20111224.2582715,,PAR,1,,15,T,,,,,9.3,10.,,,,,,,,
"     P/2010 P4 (WISE)",.4986427492134599,1.856447567993218,24.10175918577776,2.213287671457586,354.2366468992119,5.549239953552679,20100706.0549330,7.12543337637951,JFc,149,4,63,,,,,,16.7,10.,,,,,,,,
"     C/2010 R1 (LINEAR)",1.003664361351896,5.621416250882197,156.9333668720658,343.6496754685843,114.4960466003051,,20120518.8926190,,HYP,1303,,1572,,,,,,5.0,12.,10.4,5.,0.03,,,,,
"     C/2010 S1 (LINEAR)",1.001258044438583,5.899919898332101,125.3352810496449,93.43225934395359,118.6171632027224,,20130520.3292371,,HYP,1762,,8523,,,,,,4.7,8.,7.6,5.,0.03,,,,,
"     P/2010 T2 (PANSTARRS)",.323144848008061,3.753784635588293,8.010884528710676,59.64871430428951,355.9290200313834,7.33805569255624,20110709.7553104,13.0607652124704,JFc,88,5,33,,,,,,6.4,19.,14.5,5.,0.03,,,,,
"     P/2010 TO20 (LINEAR-Grauer)",.08868544410219316,5.103902572702395,2.639877285711191,43.96110145488727,251.8128415247697,6.097284854122239,20080908.8607449,13.2543765687741,JFc,778,4,59,,,,,,5.9,14.,,,,,,,,
"     P/2010 U1 (Boattini)",.2611239231063902,4.903173395612093,8.246226656195557,281.3906798635902,88.99798324566335,8.368804271403636,20100328.4032525,17.0949042295869,JFc,832,3,111,,,,,,6.0,15.,13.0,5.,0.03,,,,,
"     P/2010 U2 (Hill)",.4028806009431616,2.552753753962782,16.86095310648239,357.1501259900045,44.23527726938704,5.997475088023948,20101109.2905451,8.83954307683293,JFc,158,3,279,,,,,,13.1,10.,15.7,5.,0.03,,,,,
"     C/2010 U3 (Boattini)",1.003218097412075,8.45030923459289,55.48096193486849,43.04737512028544,87.98912760814834,,20190224.1475317,,HYP,2724,,916,,,,,,5.4,7.,8.3,5.,0.03,,,,,
"     P/2010 UH55 (Spacewatch)",.575137943137254,2.767969482056976,8.662566000038447,235.2643394205667,221.6183170588532,10.26199842091904,20110510.3620037,16.6294630939797,JFc,558,3,164,,,,,,6.6,19.,15.2,5.,0.03,,,,,
"     P/2010 WK (LINEAR)",.6919871307101922,1.765178428227242,11.47912931504591,11.48828757641412,40.84993259382298,9.696540247990759,20101019.7539552,13.7194855227523,JFc,254,3,637,,,,,,12.4,15.,15.8,5.,0.03,,,,,
