full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"     C/1808 M1 (Pons)",1.0,0.607953,140.7050,26.8770,131.5607,,18080712.6677000,,PAR,8,,3,T,,,,,,,,,,,,,,
"     C/1810 Q1 (Pons)",1.0,0.969623,62.9454,311.5035,114.9175,,18101006.7379000,,PAR,22,,10,T,,,,,,,,,,,,,,
"     C/1811 F1 (Great comet)",0.995125,1.035412,106.9342,143.0497,65.4097,423.7489983,18110912.7562000,,COM,505,,1000,F,,,,,,,,,,,,,,
"     C/1811 W1 (Pons)",0.980916,1.581701,31.2554,95.6306,314.5022,164.1802986,18111111.5427000,755,COM,90,,69,F,,,,,,,,,,,,,,
"     C/1813 C1 (Pons)",1.0,0.699314,158.8486,243.1457,170.5629,,18130305.0220000,,PAR,34,,30,T,,,,,,,,,,,,,,
"     C/1813 G1 (Pons)",1.0,1.214703,99.0577,45.2750,205.1622,,18130520.0872000,,PAR,26,,13,T,,,,,,,,,,,,,,
"     C/1816 B1 (Pons)",1.0,0.04850,43.111,325.829,304.326,,18160301.8460000,,PAR,10,,3,T,,,,,,,,,,,,,,
"     C/1817 Y1 (Pons)",1.0,1.197821,89.7518,72.9950,112.3619,,18180226.4690000,,PAR,59,,26,F,,,,,,,,,,,,,,
"     C/1818 W2 (Pons)",1.0,0.855096,116.9058,92.5372,348.1071,,18181205.4347000,,PAR,61,,21,T,,,,,,,,,,,,,,
"     C/1819 N1 (Great comet)",1.0,0.341514,80.7517,276.2349,13.4158,,18190628.2181000,,PAR,105,,400,F,,,,,,,,,,,,,,
"     C/1821 B1 (Nicollet-Pons)",1.0,0.091823,106.4613,51.1843,169.2121,,18210322.0366000,,PAR,103,,,T,,,,,,,,,,,,,,
"     C/1822 J1 (Gambart)",1.0,0.504429,126.3969,179.9345,344.6905,,18220506.0793000,,PAR,28,,18,T,,,,,,,,,,,,,,
"     C/1822 K1 (Pons)",1.0,0.847130,143.6913,100.2415,237.7758,,18220716.3337000,,PAR,15,,11,T,,,,,,,,,,,,,,
"     C/1822 N1 (Pons)",0.996316,1.145099,127.3429,95.2425,181.1055,620.5155959,18221024.2657000,,COM,116,,456,F,,,,,,,,,,,,,,
"     C/1823 Y1 (Great comet)",1.0,0.226742,103.8194,305.5054,28.4867,,18231209.9340000,,PAR,67,,200,F,,,,,,,,,,,,,,
"     C/1824 N1 (Rumker)",1.0,0.591671,125.4324,236.7952,334.0800,,18240712.0188000,,PAR,27,,33,T,,,,,,,,,,,,,,
"     C/1824 O1 (Scheithauer)",1.0,1.049835,54.5985,281.7415,85.2292,,18240929.5664000,,PAR,152,,150,T,,,,,,,,,,,,,,
"     C/1825 K1 (Gambart)",0.996395,0.889011,123.3414,22.5831,106.1910,492.3209751,18250531.0226000,,COM,57,,132,F,,,,,,,,,,,,,,
"     C/1825 N1 (Pons)",0.995431,1.240846,146.4353,218.1296,256.9174,541.9178320,18251211.1850000,,COM,352,,275,F,,,,,,,,,,,,,,
"     C/1825 P1 (Pons)",1.0,0.883471,89.6749,195.3795,177.2965,,18250819.2111000,,PAR,16,,3,T,,,,,,,,,,,,,,
"     C/1825 V1 (Pons)",1.0,2.007734,39.9903,200.0590,279.3841,,18260422.4581000,,PAR,143,,59,T,,,,,,,,,,,,,,
"     C/1826 P1 (Pons)",0.997492,0.852878,25.9496,46.4025,13.8101,679.2731188,18261009.4761000,,COM,110,,300,F,,,,,,,,,,,,,,
"     C/1826 U1 (Pons)",1.0,0.026904,90.6234,237.5505,279.5835,,18261118.9074000,,PAR,75,,28,T,,,,,,,,,,,,,,
"     C/1826 Y1 (Pons)",1.0,0.506166,102.3898,186.9924,151.0340,,18270205.4110000,,PAR,29,,13,T,,,,,,,,,,,,,,
"     C/1827 P1 (Pons)",1.0,0.137758,125.8788,152.1007,258.7039,,18270912.1670000,,PAR,61,,3,T,,,,,,,,,,,,,,
"     C/1830 F1 (Great comet)",1.0,0.921424,21.2570,208.7642,5.7962,,18300409.7951000,,PAR,147,,300,F,,,,,,,,,,,,,,
"     C/1831 A1 (Great comet)",1.0,0.125887,135.2630,340.2392,26.8884,,18301228.1604000,,PAR,46,,61,T,,,,,,,,,,,,,,
"     C/1832 O1 (Gambart)",1.0,1.183005,136.6727,74.8269,204.6342,,18320926.0735000,,PAR,39,,32,F,,,,,,,,,,,,,,
"     C/1833 S1 (Dunlop)",1.0,0.458122,7.3488,325.5873,259.5795,,18330910.6912000,,PAR,15,,15,T,,,,,,,,,,,,,,
"     C/1834 E1 (Gambart)",1.0,0.513106,5.9759,229.0377,49.9876,,18340403.2926000,,PAR,35,,11,T,,,,,,,,,,,,,,
"     C/1835 H1 (Boguslawski)",1.0,2.040153,170.8846,60.7681,210.5630,,18350327.7052000,,PAR,37,,38,T,,,,,,,,,,,,,,
"     C/1839 X1 (Galle)",1.0,0.618434,53.0716,122.1788,72.2671,,18400104.9752000,,PAR,69,,59,T,,,,,,,,,,,,,,
"     C/1840 B1 (Galle)",0.993250,1.220451,120.7807,239.0658,156.6198,360.3946601,18400313.6212000,,COM,69,,78,F,,,,,,,,,,,,,,
"     C/1840 E1 (Galle)",1.0,0.748504,79.8512,188.2715,138.0440,,18400402.9378000,,PAR,20,,24,T,,,,,,,,,,,,,,
"     C/1840 U1 (Bremiker)",0.965941,1.479951,57.9043,251.2145,133.5127,85.4251842,18401114.0652000,286,COM,103,,81,F,,,,,,,,,,,,,,
"     C/1842 U1 (Laugier)",1.0,0.504685,106.4213,210.0089,240.4937,,18421216.4553000,,PAR,28,,24,T,,,,,,,,,,,,,,
"     C/1843 D1 (Great March comet)",0.999914,0.005527,144.3548,3.5272,82.6390,128.5293567,18430227.9110000,513,COM,45,,200,T,,,,,,,,,,,,,,
"     C/1843 J1 (Mauvais)",1.0,1.616305,52.7241,159.4411,124.2527,,18430506.5559000,,PAR,122,,63,T,,,,,,,,,,,,,,
"     C/1844 N1 (Mauvais)",0.999757,0.855401,131.4092,33.8483,211.2748,7039.4820476,18441017.8460000,,COM,218,,144,F,,,,,,,,,,,,,,
"     C/1844 Y1 (Great comet)",0.999302,0.250537,45.5651,120.5910,177.5055,717.6205232,18441214.1914000,,COM,72,,41,F,,,,,,,,,,,,,,
"     C/1844 Y2 (d''Arrest)",1.0,0.905204,46.8605,338.9135,114.5819,,18450108.6579000,,PAR,62,,69,T,,,,,,,,,,,,,,
"     C/1845 D1 (de Vico)",1.0,1.254549,56.4038,349.2811,205.4516,,18450421.5404000,,PAR,57,,130,F,,,,,,,,,,,,,,
"     C/1845 L1 (Great June comet)",1.0,0.401077,131.0985,339.9729,75.7977,,18450606.1832000,,PAR,29,,100,T,,,,,,,,,,,,,,
"     C/1846 B1 (de Vico)",0.992403,1.480703,47.4257,113.2746,337.9898,388.3318546,18460122.5939000,,COM,92,,57,T,,,,,,,,,,,,,,
"     C/1846 J1 (Brorsen)",0.990414,0.633760,150.6809,263.9889,99.7253,131.5924032,18460605.9710000,538,COM,41,,170,T,,,,,,,,,,,,,,
"     C/1846 O1 (de Vico-Hind)",1.0,1.375992,122.3771,163.4642,78.7517,,18460528.3958000,,PAR,58,,40,T,,,,,,,,,,,,,,
"     C/1846 S1 (de Vico)",1.0,0.830669,49.7196,6.8369,93.9763,,18461030.2772000,,PAR,33,,10,T,,,,,,,,,,,,,,
"     C/1847 C1 (Hind)",0.999910,0.042593,48.6636,23.8240,254.3565,946.4685181,18470330.7844000,,COM,77,,160,F,,,,,,,,,,,,,,
"     C/1847 J1 (Colla)",1.000723,2.115749,100.4185,176.0849,32.3587,,18470605.2298000,,HYP,231,,37,F,,,,,,,,,,,,,,
"     C/1847 N1 (Mauvais)",0.998589,1.766058,96.5817,340.4045,91.5248,2501.5053807,18470809.8386000,,COM,273,,144,F,,,,,,,,,,,,,,
"     C/1847 Q1 (Schweizer)",1.0,1.484824,147.3551,78.8836,55.4717,,18470809.8451000,,PAR,81,,48,T,,,,,,,,,,,,,,
"     C/1847 T1 (Mitchell)",1.000172,0.329025,108.1326,192.9665,276.6090,,18471114.8999000,,HYP,74,,77,F,,,,,,,,,,,,,,
"     C/1848 P1 (Petersen)",1.0,0.319947,95.5938,213.6499,260.9477,,18480908.5453000,,PAR,19,,30,T,,,,,,,,,,,,,,
"     C/1848 U1 (Petersen)",1.0,0.959782,85.0400,217.3332,208.0066,,18490119.8534000,,PAR,92,,127,T,,,,,,,,,,,,,,
"     C/1849 G1 (Schweizer)",0.998427,0.894360,66.9587,32.6350,236.5868,1136.2448644,18490608.7122000,,COM,137,,102,F,,,,,,,,,,,,,,
"     C/1849 G2 (Goujon)",1.000940,1.159406,67.1526,204.6602,33.1621,,18490526.9923000,,HYP,160,,150,F,,,,,,,,,,,,,,
"     C/1850 J1 (Petersen)",0.998599,1.081429,68.1848,94.9833,180.5495,1542.7144311,18500724.0286000,,COM,167,,170,F,,,,,,,,,,,,,,
"     C/1850 Q1 (Bond)",1.0,0.565586,40.0621,208.1112,243.2029,,18501019.8374000,,PAR,76,,50,T,,,,,,,,,,,,,,
"     C/1851 P1 (Brorsen)",1.0,0.984753,38.2035,225.7722,87.2603,,18510826.7458000,,PAR,60,,151,T,,,,,,,,,,,,,,
"     C/1851 U1 (Brorsen)",1.0,0.142053,73.9862,46.4289,294.4471,,18511001.2962000,,PAR,28,,15,T,,,,,,,,,,,,,,
"     C/1852 K1 (Chacornac)",1.0,0.905406,131.1243,319.2712,37.2061,,18520420.0873000,,PAR,28,,31,T,,,,,,,,,,,,,,
"     C/1853 E1 (Secchi)",1.0,1.092195,159.7566,71.6574,275.9051,,18530224.5213000,,PAR,36,,107,T,,,,,,,,,,,,,,
"     C/1853 G1 (Schweizer)",0.989286,0.908693,122.1955,43.0218,199.2335,168.7185237,18530510.3263000,781,COM,57,,80,F,,,,,,,,,,,,,,
"     C/1853 L1 (Klinkerfues)",1.000250,0.306834,61.5008,142.5664,170.4413,,18530902.2069000,,HYP,213,,350,F,,,,,,,,,,,,,,
"     C/1853 R1 (Bruhns)",1.000664,0.172863,118.9963,222.1161,277.8407,,18531017.1244000,,HYP,90,,17,F,,,,,,,,,,,,,,
"     C/1853 W1 (van Arsdale)",1.0,2.044645,113.8757,229.0785,170.9202,,18540104.4351000,,PAR,88,,80,T,,,,,,,,,,,,,,
"     C/1854 F1 (Great comet)",1.0,0.277064,97.4867,317.4960,101.6255,,18540324.5132000,,PAR,30,,200,T,,,,,,,,,,,,,,
"     C/1854 L1 (Klinkerfues)",1.0,0.648092,108.7032,349.6985,74.5689,,18540622.4970000,,PAR,54,,227,T,,,,,,,,,,,,,,
"     C/1854 R1 (Klinkerfues)",0.993246,0.798762,40.9201,326.5162,129.8988,235.7312943,18541028.0085000,,COM,61,,38,F,,,,,,,,,,,,,,
"     C/1854 Y1 (Winnecke-Dien)",0.991309,1.359463,14.1520,240.2563,287.0725,311.4843985,18541216.3092000,,COM,97,,11,T,,,,,,,,,,,,,,
"     C/1855 G1 (Schweizer)",0.965185,2.193526,128.5764,191.7463,323.0929,123.8168718,18550205.5474000,500,COM,52,,21,T,,,,,,,,,,,,,,
"     C/1855 L1 (Donati)",0.985780,0.567564,156.8707,262.2306,22.4883,79.2585963,18550530.6540000,252,COM,14,,49,F,,,,,,,,,,,,,,
"     C/1855 V1 (Bruhns)",1.0,1.230983,169.8240,53.6616,325.6152,,18551125.8872000,,PAR,51,,104,T,,,,,,,,,,,,,,
"     C/1857 D1 (d''Arrest)",1.0,0.772493,87.9479,315.1526,121.5663,,18570321.8691000,,PAR,67,,252,T,,,,,,,,,,,,,,
"     C/1857 M1 (Klinkerfues)",1.0,0.367535,121.0332,25.6944,134.0658,,18570718.4743000,,PAR,26,,131,T,,,,,,,,,,,,,,
"     C/1857 O1 (Peters)",0.980414,0.746843,32.7565,202.8313,180.9440,75.5160999,18570824.4964000,235,COM,84,,91,F,,,,,,,,,,,,,,
"     C/1857 Q1 (Klinkerfues)",0.996913,0.562898,123.9614,16.9550,124.8444,364.1264444,18571001.3799000,,COM,42,,104,T,,,,,,,,,,,,,,
"     C/1857 V1 (Donati-van Arsdale)",1.0,1.009088,142.1557,141.3074,95.1021,,18571119.5641000,,PAR,39,,69,T,,,,,,,,,,,,,,
"     C/1858 K1 (Bruhns)",1.0,0.544261,99.9713,326.9503,98.8587,,18580605.7956000,,PAR,29,,90,T,,,,,,,,,,,,,,
"     C/1858 L1 (Donati)",0.996295,0.578469,116.9512,167.3044,129.1144,311.6854986,18580930.4645000,,COM,270,,1000,F,,,,,,,,,,,,,,
"     C/1858 R1 (Tuttle)",1.0,1.427002,158.7051,161.7449,155.5411,,18581013.3102000,,PAR,65,,4,T,,,,,,,,,,,,,,
"     C/1859 G1 (Tempel)",1.0,0.201032,95.4894,359.3146,282.0049,,18590529.7261000,,PAR,32,,29,T,,,,,,,,,,,,,,
"     C/1860 D1-A (Liais)",1.0,1.198875,79.6819,326.0179,209.7599,,18600217.1249000,,PAR,16,,3,T,,,,,,,,,,,,,,
"     C/1860 D1-B (Liais)",1.0,1.198174,79.6193,326.0119,209.6880,,18600217.1697000,,PAR,12,,3,T,,,,,,,,,,,,,,
"     C/1860 H1 (Rumker)",1.0,1.306664,48.2360,10.8261,41.2172,,18600306.0655000,,PAR,56,,55,T,,,,,,,,,,,,,,
"     C/1860 M1 (Great comet)",1.0,0.292885,79.3233,86.6271,76.8841,,18600616.5610000,,PAR,118,,300,F,,,,,,,,,,,,,,
"     C/1860 U1 (Tempel)",1.0,0.682653,32.2097,46.7744,311.9767,,18600922.8119000,,PAR,2,,3,T,,,,,,,,,,,,,,
"     C/1861 G1 (Thatcher)",0.983465,0.920700,79.7733,31.8674,213.4496,110.4430738,18610603.8899000,415,COM,149,,187,F,,,,,,,,,,,,,,
"     C/1861 J1 (Great comet)",0.985070,0.822384,85.4424,280.9099,330.0841,109.3429208,18610612.0068000,409,COM,339,,1156,F,,,,,,,,,,,,,,
"     C/1861 Y1 (Tuttle)",1.0,0.839027,138.0019,147.0373,331.5973,,18611207.6744000,,PAR,35,,30,T,,,,,,,,,,,,,,
"     C/1862 N1 (Schmidt)",1.0,0.981328,172.1091,328.4371,27.1664,,18620622.5296000,,PAR,29,,72,F,,,,,,,,,,,,,,
"     C/1862 W1 (Respighi)",1.0,0.803238,137.5412,357.6952,230.5764,,18621228.6741000,,PAR,84,,25,T,,,,,,,,,,,,,,
"     C/1862 X1 (Bruhns)",1.000049,0.794764,85.3553,118.8387,74.4657,,18630203.9902000,,HYP,102,,120,F,,,,,,,,,,,,,,
"     C/1863 G1 (Klinkerfues)",0.999159,1.068038,112.6209,253.1661,3.9669,2538.8558621,18630405.3961000,,COM,170,,49,F,,,,,,,,,,,,,,
"     C/1863 G2 (Respighi)",0.999079,0.628781,85.4961,252.0825,55.5925,1364.8022722,18630421.3646000,,COM,48,,160,F,,,,,,,,,,,,,,
"     C/1863 T1 (Baeker)",1.000665,1.313114,83.3151,106.9346,78.1166,,18631229.6677000,,HYP,185,,176,F,,,,,,,,,,,,,,
"     C/1863 V1 (Tempel)",0.998879,0.706413,78.0817,99.3940,357.2129,1259.6200812,18631109.9718000,,COM,92,,58,F,,,,,,,,,,,,,,
"     C/1863 Y1 (Respighi)",1.0,0.771492,64.4906,306.6287,115.6692,,18631228.2627000,,PAR,64,,9,F,,,,,,,,,,,,,,
"     C/1864 N1 (Tempel)",0.996351,0.909290,178.1269,97.6742,151.5802,497.4683477,18640816.0767000,,COM,78,,206,F,,,,,,,,,,,,,,
"     C/1864 O1 (Donati-Toussaint)",0.999358,0.931212,109.7124,33.6662,232.4593,2900.0407506,18641011.8921000,,COM,213,,57,F,,,,,,,,,,,,,,
"     C/1864 R1 (Donati)",1.0,0.626106,134.9822,176.8808,346.0949,,18640728.3118000,,PAR,29,,20,T,,,,,,,,,,,,,,
"     C/1864 X1 (Baeker)",1.0,0.770731,48.8623,205.1126,118.4522,,18641222.9511000,,PAR,69,,123,T,,,,,,,,,,,,,,
"     C/1864 Y1 (Bruhns)",1.0,1.114634,162.8931,342.7789,178.4993,,18641228.2188000,,PAR,29,,10,F,,,,,,,,,,,,,,
"     C/1865 B1 (Great southern comet)",1.0,0.025844,92.4945,254.8252,111.7175,,18650114.8253000,,PAR,102,,198,T,,,,,,,,,,,,,,
"     C/1867 S1 (Baeker-Winnecke)",1.0,0.330359,96.5735,66.8417,148.6408,,18671107.4608000,,PAR,34,,57,T,,,,,,,,,,,,,,
"     C/1868 L1 (Winnecke)",1.0,0.578577,131.5581,54.1124,126.6431,,18680626.9763000,,PAR,33,,201,T,,,,,,,,,,,,,,
"     C/1869 T1 (Tempel)",1.0,1.230731,111.6853,313.3277,188.1940,,18691010.3496000,,PAR,31,,11,T,,,,,,,,,,,,,,
"     C/1870 K1 (Winnecke)",1.0,1.008692,121.7835,143.5674,198.2279,,18700714.5822000,,PAR,40,,69,T,,,,,,,,,,,,,,
"     C/1870 Q1 (Coggia)",1.0,1.816602,99.3580,14.7591,354.9389,,18700902.6676000,,PAR,111,,80,T,,,,,,,,,,,,,,
"     C/1870 W1 (Winnecke)",1.0,0.389262,147.2703,96.5866,90.6273,,18701220.3761000,,PAR,7,,14,T,,,,,,,,,,,,,,
"     C/1871 G1 (Winnecke)",0.997814,0.654300,87.6034,281.1122,222.5068,597.9733304,18710611.0999000,,COM,120,,130,T,,,,,,,,,,,,,,
"     C/1871 L1 (Tempel)",1.0,1.083363,101.9782,213.7030,96.3220,,18710727.5344000,,PAR,98,,185,F,,,,,,,,,,,,,,
"     C/1871 V1 (Tempel)",0.995714,0.691268,98.2992,148.9291,242.8935,321.8789607,18711220.8722000,,COM,110,,57,F,,,,,,,,,,,,,,
"     C/1873 Q1 (Borrelly)",0.996482,0.794061,95.9662,232.3621,193.7729,450.6334546,18730911.2837000,,COM,31,,50,F,,,,,,,,,,,,,,
"     C/1873 Q2 (Henry)",0.999730,0.384913,121.4625,178.4959,233.7544,2850.8224944,18731002.2672000,,COM,97,,118,F,,,,,,,,,,,,,,
"     C/1874 D1 (Winnecke)",1.0,0.044568,58.8932,32.0541,269.5098,,18740310.4346000,,PAR,5,,11,T,,,,,,,,,,,,,,
"     C/1874 G1 (Winnecke)",1.0,0.885773,148.4122,275.8486,331.7167,,18740314.4355000,,PAR,65,,148,F,,,,,,,,,,,,,,
"     C/1874 H1 (Coggia)",0.998820,0.675782,66.3439,120.4950,152.3804,1144.7174383,18740709.3583000,,COM,185,,638,F,,,,,,,,,,,,,,
"     C/1874 O1 (Borrelly)",0.998831,0.982649,41.8266,253.2797,92.6123,1680.1961363,18740827.3436000,,COM,87,,125,T,,,,,,,,,,,,,,
"     C/1874 Q1 (Coggia)",0.962822,1.687985,34.1267,217.6274,149.5850,89.1175989,18740718.2016000,306,COM,87,,95,F,,,,,,,,,,,,,,
"     C/1874 X1 (Borrelly)",1.0,0.508226,99.2205,283.7164,16.2682,,18741019.4428000,,PAR,31,,20,T,,,,,,,,,,,,,,
"     C/1877 C1 (Borrelly)",1.0,0.807441,152.8948,188.9608,347.1611,,18770119.6786000,,PAR,53,,97,T,,,,,,,,,,,,,,
"     C/1877 G1 (Winnecke)",0.998700,0.949980,121.1548,318.3341,63.1204,1460.5577123,18770418.1562000,,COM,98,,274,F,,,,,,,,,,,,,,
"     C/1877 G2 (Swift)",0.997923,1.009053,77.1916,347.7984,116.7721,970.6356268,18770427.3058000,,COM,51,,173,F,,,,,,,,,,,,,,
"     C/1877 R1 (Coggia)",1.0,1.575904,102.2274,252.7106,143.2049,,18770911.7182000,,PAR,86,,63,T,,,,,,,,,,,,,,
"     C/1877 T1 (Tempel)",1.0,1.070451,115.7261,185.9981,103.2436,,18770627.5703000,,PAR,11,,46,T,,,,,,,,,,,,,,
"     C/1878 N1 (Swift)",1.0,1.391967,78.1761,103.9645,177.5898,,18780721.1907000,,PAR,16,,4,T,,,,,,,,,,,,,,
"     C/1879 M1 (Swift)",1.0,0.896547,107.0440,47.4546,3.7528,,18790427.9225000,,PAR,64,,86,T,,,,,,,,,,,,,,
"     C/1879 Q1 (Palisa)",1.0,0.989608,77.1302,88.8689,115.4560,,18791005.1250000,,PAR,62,,129,T,,,,,,,,,,,,,,
"     C/1879 Q2 (Hartwig)",1.0,0.991480,107.7629,34.1187,84.2634,,18790829.7787000,,PAR,25,,18,T,,,,,,,,,,,,,,
"     C/1880 C1 (Great southern comet)",1.0,0.005494,144.6666,7.7774,86.2486,,18800128.1182000,,PAR,14,,29,T,,,,,,,,,,,,,,
"     C/1880 G1 (Schaeberle)",1.000813,1.814412,123.0563,258.9247,145.1676,,18800702.2038000,,HYP,158,,142,F,,,,,,,,,,,,,,
"     C/1880 S1 (Hartwig)",1.0,0.354634,141.9119,47.0065,323.1288,,18800907.4351000,,PAR,35,,140,F,,,,,,,,,,,,,,
"     C/1880 Y1 (Pechule)",1.0,0.659736,60.7007,251.0495,11.6877,,18801109.9200000,,PAR,105,,299,F,,,,,,,,,,,,,,
"     C/1881 J1 (Swift)",1.0,0.591090,77.9336,128.1073,173.8057,,18810520.9409000,,PAR,9,,40,T,,,,,,,,,,,,,,
"     C/1881 K1 (Great comet)",.9961013234924838,.7345491568651461,63.42776992249976,272.6307976658445,354.2362613788583,376.0852025968505,18810616.9408841,2586.20946885453,COM,149,,98,,,,,,,,,,,,,,,
"     C/1881 N1 (Schaeberle)",1.0,0.633542,140.2281,98.7236,122.1455,,18810822.8060000,,PAR,96,,500,F,,,,,,,,,,,,,,
"     C/1881 S1 (Barnard)",1.0,0.449200,112.8160,275.8195,6.2860,,18810914.8653000,,PAR,31,,4,T,,,,,,,,,,,,,,
"     C/1881 W1 (Swift)",0.990169,1.924973,144.8016,183.0394,117.9488,389.6878843,18811120.2418000,,COM,55,,61,T,,,,,,,,,,,,,,
"     C/1882 F1 (Wells)",.9999936489823608,.06076255889542537,73.79740116393303,206.5897614920928,208.9846251531593,19134.68656360554,18820611.0295528,935830.739303485,COM,112,,28,,,,,,,,,,,,,,,
"     C/1882 R1-A (Great September comet)",0.999899,0.007750,142.0112,347.6563,69.5843,153.4575965,18820917.7241000,669,COM,141,,4,F,,,,,,,,,,,,,,
"     C/1882 R1-B (Great September comet)",.9999069978685318,.007752632654693733,142.0206977584303,347.6858552595434,69.60913377721184,166.7117092184266,18820917.7239853,761.101641196213,COM,110,7,6,,,,,,,,,,,,,,,
"     C/1882 R1-C (Great September comet)",0.999915,0.007751,142.0105,347.6545,69.5840,182.3687196,18820917.7241000,874,COM,153,,10,F,,,,,,,,,,,,,,
"     C/1882 R1-D (Great September comet)",0.999920,0.007749,142.0093,347.6510,69.5808,193.7172510,18820917.7241000,952,COM,141,,4,F,,,,,,,,,,,,,,
"     C/1882 R2 (Barnard)",1.0,.9555670000000066,96.14660000000002,250.7703,254.288300000002,,18821113.4754000,,PAR,6,,3,T,,,,,,,,,,,,,,
"     C/1883 D1 (Brooks-Swift)",1.0,0.760062,78.0648,279.7735,110.8946,,18830219.4533000,,PAR,43,,451,T,,,,,,,,,,,,,,
"     C/1884 A1 (Ross)",1.0,0.309607,114.9770,265.9925,138.5968,,18831225.7926000,,PAR,16,,15,T,,,,,,,,,,,,,,
"     D/1884 O1 (Barnard)",0.583252,1.279482,5.4701,6.7602,301.0508,4.8608330,18840816.9680000,5.38,JFc,107,,179,F,,,,,,,,,,,,,,
"     C/1885 N1 (Barnard)",1.0,2.506732,80.6240,93.8996,178.5163,,18850806.1818000,,PAR,58,,200,T,,,,,,,,,,,,,,
"     C/1885 R1 (Brooks)",0.982264,0.749149,59.0970,206.3675,42.8501,83.7286363,18850810.6573000,275,COM,32,,80,F,,,,,,,,,,,,,,
"     C/1885 X1 (Fabry)",1.00035702134599,.6423788524968082,82.62929773653367,37.96270464677107,126.5900273122162,,18860406.4565529,,HYP,142,,26,,,,,,,,,,,,,,,
"     C/1885 X2 (Barnard)",1.000200765618757,.4792558375533395,84.44109026039496,69.90998871451018,119.6245794588133,,18860503.7873503,,HYP,150,,56,,,,,,,,,,,,,,,
"     C/1885 Y1 (Brooks)",1.0,1.079545,42.4422,263.8113,35.5904,,18851126.0050000,,PAR,63,,90,T,,,,,,,,,,,,,,
"     C/1886 H1 (Brooks)",0.996783,0.269803,87.6615,194.2045,201.2872,167.4659757,18860607.8854000,768,COM,92,,69,F,,,,,,,,,,,,,,
"     C/1886 J1 (Brooks)",1.0,0.84199,100.218,289.365,38.559,,18860504.9510000,,PAR,20,,29,T,,,,,,,,,,,,,,
"     D/1886 K1 (Brooks)",0.571388,1.325273,12.6710,55.1391,176.8756,4.8587489,18860607.2122000,5.44,JFc,39,,39,F,,,,,,,,,,,,,,
"     C/1886 T1 (Barnard-Hartwig)",1.000408,0.663317,101.6154,138.9713,86.3484,,18861216.9968000,,HYP,236,,62,F,,,,,,,,,,,,,,
"     C/1887 B1 (Great southern comet)",1.0,0.00483,144.383,4.585,83.513,,18870111.9340000,,PAR,8,,15,T,,,,,,,,,,,,,,
"     C/1887 B2 (Brooks)",0.983694,1.630145,104.2738,281.5113,159.4231,198.3140473,18870317.8907000,,COM,89,,288,F,,,,,,,,,,,,,,
"     C/1887 B3 (Barnard)",1.0,1.480714,85.5867,259.7963,31.9115,,18861128.9056000,,PAR,119,,86,F,,,,,,,,,,,,,,
"     C/1887 D1 (Barnard)",1.0,1.006455,139.7763,137.0419,36.5539,,18870328.9359000,,PAR,52,,75,F,,,,,,,,,,,,,,
"     C/1887 J1 (Barnard)",0.996093,1.393813,17.5479,246.8451,15.0876,712.1014519,18870617.1630000,,COM,91,,313,F,,,,,,,,,,,,,,
"     C/1888 D1 (Sawerthal)",0.995874,0.698772,42.2482,246.9623,359.9049,338.0176604,18880317.5021000,,COM,201,,186,F,,,,,,,,,,,,,,
"     C/1888 P1 (Brooks)",0.999908,0.902226,74.1904,103.0576,59.2168,19612.7064697,18880731.6364000,,COM,82,,257,T,,,,,,,,,,,,,,
"     C/1888 R1 (Barnard)",1.001230,1.814916,166.3842,358.9751,340.4642,,18890131.6682000,,HYP,684,,173,F,,,,,,,,,,,,,,
"     C/1888 U1 (Barnard)",0.991488,1.527853,56.3425,139.0896,290.8087,357.4601639,18880913.2824000,,COM,201,,54,F,,,,,,,,,,,,,,
"     C/1889 G1 (Barnard)",0.999818,2.255596,163.8517,312.2212,236.0618,24784.5136348,18890611.3139000,,COM,525,,41,F,,,,,,,,,,,,,,
"     C/1889 O1 (Davidson)",0.997611,1.039721,65.9916,287.7115,345.8619,869.3838872,18890719.7840000,,COM,115,,92,F,,,,,,,,,,,,,,
"     C/1889 X1 (Borrelly)",1.0,0.269796,56.7537,10.0183,199.8551,,18900126.9764000,,PAR,34,,40,T,,,,,,,,,,,,,,
"     C/1890 F1 (Brooks)",1.000334888876913,1.907606982172467,120.5690281287061,321.8768235018399,68.93148775068167,,18900602.0454938,,HYP,685,,141,,,,,,,,,,,,,,,
"     C/1890 O1 (Coggia)",1.0,0.764087,63.3509,15.8347,85.6608,,18900709.0373000,,PAR,27,,68,F,,,,,,,,,,,,,,
"     C/1890 O2 (Denning)",0.999187,1.260223,98.9373,101.6590,163.0523,3098.9193588,18900925.0078000,,COM,107,,123,F,,,,,,,,,,,,,,
"     C/1890 V1 (Zona)",0.995872,2.046694,154.3070,86.9342,331.2842,989.5686161,18900807.3827000,,COM,59,,120,T,,,,,,,,,,,,,,
"     C/1891 F1 (Barnard-Denning)",1.0,0.397896,120.5116,195.4535,178.7501,,18910428.0210000,,PAR,101,,110,F,,,,,,,,,,,,,,
"     C/1891 T1 (Barnard)",1.0,0.971089,77.9880,219.5276,269.5671,,18911114.0427000,,PAR,65,,41,T,,,,,,,,,,,,,,
