program	nra	nra	unk_m	unk_f	his_m	his_f	ind_m	ind_f	asi_m	asi_f	blk_m	blk_f	pac_m	pac_f	wht_m	wht_f	two_m	two_f	tot_m	tot_f
Civil Engineering (B.S.)	2	0	2	2	0	0	0	0	1	1	0	0	1	0	32	8	0	0	49
Computer Engineering (B.S.)	3	1	1	0	0	0	0	0	2	1	0	0	0	0	3	1	0	0	12
Computer Science (B.S.)	1	0	1	1	2	0	0	0	6	2	0	0	0	0	34	2	0	0	49
Electrical Engineering (B.S.)	2	1	0	0	0	0	0	0	12	0	2	0	0	0	18	3	0	0	38
Environmental Engineering (B.S.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Mechanical Engineering (B.S.)	0	0	3	1	2	0	0	0	6	0	0	0	2	0	32	1	0	0	47
