program	nra	nra	unk_m	unk_f	his_m	his_f	ind_m	ind_f	asi_m	asi_f	blk_m	blk_f	pac_m	pac_f	wht_m	wht_f	two_m	two_f	tot_m	tot_f
Civil Engineering (B.S.)	0	1	1	0	0	0	2	1	1	0	25	5	4	1	41
Computer Engineering (B.S.)	3	0	1	0	0	0	1	0	0	0	6	0	1	0	12
Computer Science (B.S.)	2	2	3	0	1	0	6	3	0	0	29	3	5	0	54
Electrical Engineering (B.S.)	7	1	4	2	0	1	6	2	1	0	23	1	5	0	53
Environmental Engineering (B.S.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mechanical Engineering (B.S.)	0	0	1	0	1	0	2	0	0	0	31	7	6	2	50
